project_name,project_by,location,Build_Up_Area,Unit_Types,Price,about_project,Project status,possesion,launched,rera_no
Aryan Golden Arena,By Aryan HomeTec Pvt Ltd. in Sarjapur Attibele Road,Sarjapur Attibele Road,890 - 1033 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														26.70L  - 30.99L 							",,Ongoing,Possession: Dec-2019,Launched: Dec-2015, REGISTRATION NO. PR/KN/170820/001288
Global Golden Pearl,By Global Developers in Sarjapur Attibele Road,Sarjapur Attibele Road,5000 - 6000 sq.ft,"
								5 BHK Villa
								Availability*: Yes
							","
														 
														3.75Cr  - 5Cr 							",,Ongoing,Possession: Dec-2017,Launched: Feb-2014,
Assetz Clover Greens,By Assetz Property Group in Sarjapur Attibele Road,Sarjapur Attibele Road,2700 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														2.55Cr 							",,Ongoing,Possession: Dec-2019,,
NVT Mystic Garden,By NVT Quality Lifestyle Pvt. Ltd. in Sarjapur Attibele Road,Sarjapur Attibele Road,2876 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														1.48Cr 							",,Ongoing,Possession: Jul-2020,Launched: Jan-2018,
SSVR Fairy Bells,By SSVR Builders in Sahakara Nagar,Sahakara Nagar,1360 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														70.72L 							",,Ongoing,Possession: Jul-2017,,
Thiru Margadarshi Prema Sanklp,By Thiru Margadarshi Construction Pvt Ltd in Kalyan Nagar,Kalyan Nagar,1025 - 1215 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														60.47L  - 71.68L 							",,Ongoing,Possession: Dec-2017,,
Artha Neo Smart City,By Artha Property in Hoskote,Hoskote,862 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														29.99L 							",,Ongoing,Possession: Mar-2018,,
Sowparnika Purple Rose,By  in Hoskote,Hoskote,1120 - 1357 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														31.36L  - 37.99L 							",,Ongoing,Possession: Dec-2017,,
Artha Neo Midas,By Artha Property in Hoskote,Hoskote,862 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														25.95L 							",,Ongoing,Possession: Mar-2018,, REGISTRATION NO. PR/KN/170805/001161
RBD Stillwaters,By RBD Shelters in Harlur,Harlur,2898 - 4294 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														2.11Cr  - 3.13Cr 							",,Ongoing,Possession: Sep-2017,,
RBD Stillwaters Apartment,By RBD Shelters in Harlur,Harlur,1690 - 2176 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														83.89L  - 1.08Cr 							",,Ongoing,Possession: Dec-2017,, REGISTRATION NO. PR/KN/170728/000104	
Neev Lavie,By Neev Avantgarde Group in Harlur,Harlur,2236 - 3680 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.45Cr  - 2.39Cr 							",,Ongoing,Possession: Sep-2017,,
Alpine Vistula,By Alpine Housing Development Corporation Ltd. in Seegehalli,Seegehalli,472 sq.ft,"
								1 RK BHK Apartment
								Availability*: Yes
							","
														 
														19.82L 							",,Ongoing,Possession: Jun-2019,, REGISTRATION NO. PR/KN/170731/000211
Riverstone Advantage,By Riverstone Constructions in Seegehalli,Seegehalli,965 - 1100 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														28.95L  - 33L 							",,Ongoing,Possession: Dec-2017,,
Palm Groves,By Aryan HomeTec Pvt Ltd. in Chandapura Anekal Road,Chandapura Anekal Road,1025 - 1096 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														30.73L  - 33.26L 							",,Ongoing,Possession: Apr-2019,Launched: Jun-2013,
The Commune,By Commune Properties India Pvt Ltd in Chandapura Anekal Road,Chandapura Anekal Road,1560 - 1590 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														49.92L  - 50.88L 							",,Ongoing,Possession: Dec-2017,Launched: Dec-2012, REGISTRATION NO. PR/KN/170731/000813
Kumari Woods And Winds,By Kumari Builders and Developers in Chansandra,Chansandra,1350 - 1640 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														61.58L  - 73.92L 							",,Ongoing,Possession: Dec-2017,Launched: Sep-2015,
Fire Luxur The Empyrean Phase II  ,By Fire Luxur Developers Pvt Ltd in Whitefield,Whitefield,3056 - 6328 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														1.29Cr  - 2.68Cr 							",,Ongoing,Possession: Dec-2017,,
Abhiman Lotus,By Abhiman Infra in Chikka Tirupathi,Chikka Tirupathi,1200 - 2400 sq.ft,"
								 Plot
								Availability*: Yes
							","
														 
														11.98L  - 23.97L 							",,Ongoing,Possession: Sep-2017,Launched: Nov-2016,
Annciya Serene,By Annciya  Estates in Chikka Tirupathi,Chikka Tirupathi,1300 - 1500 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														52L  - 60L 							",,Ongoing,Possession: Oct-2017,,
Srinivasa Sunridge,By S M Developers in Chansandra,Chansandra,1500 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														69.02L 							",,Ongoing,Possession: Aug-2017,,
Sri Nandana Royal,By Sai Nandana Developers in Electronic City Phase II,Electronic City Phase II,1310 - 1400 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														39.30L  - 42L 							",,Ongoing,Possession: Dec-2018,,
Sipani Royal Heritage,By Sipani Properties Private Limited in Chandapura Anekal Road,Chandapura Anekal Road,1165 sq.ft,"
								2.5 BHK Apartment
								Availability*: Yes
							","
														 
														25.63L 							",,Ongoing,Possession: Dec-2018,, REGISTRATION NO. PR/KN/171110/002366
Uber Andree,By UBER Corp Infrastructure LLP in Shanthi Nagar,Shanthi Nagar,1602 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.60Cr 							",,Ongoing,Possession: Jul-2017,,
Shyam Azura,By Shyam Group Promotors & Developers in Shanthi Nagar,Shanthi Nagar,2426 - 3900 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														3.15Cr  - 5.07Cr 							",,Ongoing,Possession: Mar-2018,,
Fateh Perfecta Premia,By Fateh Buildtech Pvt Ltd in Shankarapura,Shankarapura,1900 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.90Cr 							",,Ongoing,Possession: Aug-2017,,
Sree Adithya Elite,By Sree Adithya Developers in Seegehalli,Seegehalli,1280 - 1451 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														48.15L  - 53.80L 							",,Ongoing,Possession: Jul-2018,Launched: Dec-2016, REGISTRATION NO. PR/KN/170731/000668
Dwaraka Sai Brundavan,By Dwaraka Developers in Seegehalli,Seegehalli,1420 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														36.92L 							",,Ongoing,,,
VRR Fortuna,By V. R. R. Builders And Company in Sarjapur Road,Sarjapur Road,1625 - 1745 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														83.08L  - 88.84L 							",,Ongoing,Possession: Aug-2018,Launched: Nov-2014, REGISTRATION NO. PR/KN/170802/000931
NCN Srivari,By NCN Developers in Chikkakannalli,Chikkakannalli,1425 - 1481 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														49.86L  - 51.82L 							",,Ongoing,Possession: Apr-2019,Launched: Jun-2017,
DS Max Spark Nest,By DS MAX Properties Pvt. Ltd. in Chokkanahalli,Chokkanahalli,1328 - 1615 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														39.84L  - 48.45L 							",,Ongoing,Possession: May-2019,Launched: Jun-2016,
Samiksha S R Crystal Park,By Samiksha Developers in Thubarahalli,Thubarahalli,1515 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														60.60L 							",,Ongoing,Possession: Mar-2018,,
Neeladri Kota Hills ,By Neeladri Properties in Thurahalli,Thurahalli,1445 - 1685 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														56.91L  - 66.03L 							",,Ongoing,Possession: Jul-2018,Launched: Nov-2016,
V Venture Bellvue,By V Venture in Jayanagar,Jayanagar,2006 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.74Cr 							",,Ongoing,Possession: Sep-2018,,
Aryan Fountain Square,By Aryan HomeTec Pvt Ltd. in Attibele,Attibele,924 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														25.87L 							",,Ongoing,Possession: Jun-2017,, REGISTRATION NO. PR/KN/170828/001515
Golden Homes Phase III,By Golden Gate Properties LTD in Attibele,Attibele,2968 - 3960 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														1.36Cr  - 1.82Cr 							",,Ongoing,Possession: Dec-2017,,
Vaswani Menlo Park,By Vaswani Group in Thubarahalli,Thubarahalli,1525 - 1815 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														82.19L  - 97.82L 							",,Ongoing,Possession: Mar-2020,Launched: Feb-2017, REGISTRATION NO. PR/KN/170731/000854
Padmavathy Paradise,By Padmavathy Builders and Developers in Thubarahalli,Thubarahalli,1312 - 1536 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														68.22L  - 79.87L 							",,Ongoing,Possession: Jul-2017,,
Sobha Silicon Oasis,By Sobha Limited in Hosa Road,Hosa Road,1365 - 1431 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														98L  - 1.20Cr 							",,Ongoing,Possession: Jan-2021,Launched: Jan-2014, REGISTRATION NO. PR/KN/170726/000032
VRR Golden Enclave,By V. R. R. Builders And Company in Electronic City Phase I,Electronic City Phase I,4575 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														2.05Cr 							",,Ongoing,Possession: Dec-2017,,
Global Villas,By Global Developers in Chikkathoguru,Chikkathoguru,2500 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														95L 							",,Ongoing,Possession: May-2018,,
Rajarajeshware Prerna,By Rajarajeshware Buildcon Pvt Ltd in Banashankari,Banashankari,1655 - 1880 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.19Cr  - 1.35Cr 							",,Ongoing,Possession: Dec-2017,,
Shivadurga Landmark,By Shivadurga Properties in Banashankari,Banashankari,1190 - 1200 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														80.32L  - 81L 							",,Ongoing,Possession: Aug-2017,,
Gruha Kalyan Daffodil,By Gruha Kalyan in Bannerghatta Road,Bannerghatta Road,1250 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														22L 							",,Ongoing,Possession: May-2018,,
LGCL United Towers,By LGCL in Outer Ring Road,Outer Ring Road,2187 - 2540 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ongoing,,, REGISTRATION NO. PR/KN/170731/000244
Prestige MSR,By Prestige Group in Mathikere,Mathikere,1623 - 1636 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.09Cr  - 1.10Cr 							",,Ongoing,Possession: Jun-2019,,
Blue Valley Bliss,By Blue Valley Properties Pvt Ltd in Mathikere,Mathikere,1035 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														55.89L 							",,Ongoing,Possession: Dec-2017,,
Shivaganga Opera,By Shivaganga Infra in Basavanagudi,Basavanagudi,1415 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.13Cr 							",,Ongoing,,,
Janaadhar Shubha Phase II,By Janaadhar Constructions Pvt Ltd in Anekal,Anekal,650 - 656 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														17.83L  - 18L 							",,Ongoing,Possession: Mar-2019,Launched: Nov-2013, REGISTRATION NO. PR/KN/170729/000313
MDS Millennium Valley Villa,By MDS Projects in Anekal,Anekal,855 - 978 sq.ft,"
								2 BHK Villa
								Availability*: Yes
							","
														 
														33.99L  - 38.88L 							",,Ongoing,Possession: Dec-2017,,
Raindrops Miyan's Green Residency,By Raindrop Infrastructures in Anekal,Anekal,930 - 1170 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														18.60L  - 23.40L 							",,Ongoing,Possession: Oct-2017,,
Dreamz Sanskriti,By Dreamz Infra India Pvt Ltd in Bommanahalli,Bommanahalli,800 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														17.50L 							",,Ongoing,,,
SNN Raj Grandeur,By S N N Builders Pvt Ltd in Bommanahalli,Bommanahalli,1515 - 1885 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														94L  - 1.15Cr 							",,Ongoing,Possession: Jan-2018,Launched: Nov-2013, REGISTRATION NO. PR/KN/170731/000681
Asritha Happy Living,By Asrithas Group in Bommanahalli,Bommanahalli,1215 - 1250 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														48.60L  - 50L 							",,Ongoing,Possession: Jul-2017,,
Unishire West Point,By Unishire Group in Nagarbhavi,Nagarbhavi,1665 - 1685 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														69.93L  - 70.77L 							",,Ongoing,Possession: Dec-2018,,
Nitesh Cape Cod,By Nitesh Estates in Bellandur,Bellandur,2025 - 2385 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														1.21Cr  - 1.43Cr 							",,Ongoing,Possession: Jul-2018,,
DNR Reflection,By DNR Corporation Pvt. Ltd. in Bellandur,Bellandur,2725 - 3230 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														1.80Cr  - 2.12Cr 							",,Ongoing,Possession: Dec-2018,, REGISTRATION NO. PR/KN/170729/000279
Gruha Kalyan Carnation,By Gruha Kalyan in Bannerghatta Road,Bannerghatta Road,2300 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														93.51L 							",,Ongoing,Possession: Oct-2017,,
Artha Satori Platinum,By Artha Property in Bannerghatta Road,Bannerghatta Road,4780 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														2.86Cr 							",,Ongoing,Possession: Jun-2018,,
Eternity Celestia,By Eternity Structures Pvt Ltd in Bannerghatta Road,Bannerghatta Road,4015 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														2.17Cr 							",,Ongoing,Possession: May-2017,,
Hiranandani Upscale Bannerghatta,By House of Hiranandani  in Bannerghatta,Bannerghatta,1600 - 1800 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.06Cr  - 1.19Cr 							",,Ongoing,,,
Jains Aashraya,By Jain Housing & Constructions Ltd. in Bannerghatta,Bannerghatta,1481 - 1487 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														65.08L  - 65.35L 							",,Ongoing,Possession: May-2018,,
Living Walls Another Sky,By VDB Infra & Realty Pvt Ltd in Banaswadi,Banaswadi,3178 - 3200 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														2.14Cr  - 2.16Cr 							",,Ongoing,Possession: Jul-2017,,
Asrithas Kings Court,By Asrithas Group in Banashankari,Banashankari,1345 - 1600 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.01Cr  - 1.25Cr 							",,Ongoing,Possession: May-2017,,
Vikas Hills View Meadows,By Vikas Builders in Banashankari,Banashankari,1330 - 1530 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														46.53L  - 53.53L 							",,Ongoing,Possession: Jun-2017,Launched: Feb-2016,
Unishire Indira Elan,By Unishire Group in Rachenahalli,Rachenahalli,1316 - 1454 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														61.19L  - 67.61L 							",,Ongoing,Possession: Jul-2018,,
Shoban Silver Domicile,By Shoban Constructions in Rachenahalli,Rachenahalli,1341 - 1668 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														60.34L  - 75.06L 							",,Ongoing,Possession: Dec-2017,, REGISTRATION NO. PR/KN/170831/001918
Baldota Imperia,By Baldota Group in Rayasandra,Rayasandra,1405 - 1530 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														56.20L  - 61.20L 							",,Ongoing,Possession: Jun-2017,,
Emmanuel Heights,By New Dimensions And Emmanuel Constructions Pvt Ltd in Hosa Road,Hosa Road,2908 - 3291 sq.ft,"
								3.5 BHK PentHouse
								Availability*: Yes
							","
														 
														1.58Cr  - 1.79Cr 							",,Ongoing,Possession: Dec-2019,Launched: Mar-2015, REGISTRATION NO. PR/KN/170816/001284
SGS Silver Oak,By SGS Constructions in Banashankari 3rd Stage,Banashankari 3rd Stage,1325 - 1475 sq.ft,"
								3 BHK Apartment
								Availability*: Sold out
							","
														 
														60.06L  - 66.43L 							",,Ongoing,,,
Prakruthi Moon Stone,By Prakruthi Shelters in Banashankari 3rd Stage,Banashankari 3rd Stage,1350 - 1450 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														94.50L  - 1.01Cr 							",,Ongoing,Possession: Jun-2017,,
Shivaganga Samruddhi,By Shivaganga Infra in Banashankari 3rd Stage,Banashankari 3rd Stage,1255 - 1270 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														48.94L  - 49.53L 							",,Ongoing,Possession: Aug-2018,,
Prakruthi Orchids,By Prakruthi Shelters in Banashankari 3rd Stage,Banashankari 3rd Stage,1260 - 1305 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														52.92L  - 54.81L 							",,Ongoing,Possession: Dec-2017,,
Anubhava Ishwerya Carnation,By Anubhava Group in HRBR Layout,HRBR Layout,1600 - 1750 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														88L  - 91L 							",,Ongoing,Possession: Jun-2017,,
Exotica Elegance,By Exotica Housing in Benson Town,Benson Town,2050 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ongoing,,,
Mahaveer Zephyr,By Mahaveer Group in Bannerghatta Road,Bannerghatta Road,1356 - 1618 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														68.34L  - 81.93L 							",,Ongoing,Possession: May-2018,Launched: Feb-2014,
Narmada Sri Heights,By Narmada Developers in Rayasandra,Rayasandra,2494 - 2608 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														1.03Cr  - 1.08Cr 							",,Ongoing,Possession: Mar-2018,Launched: Jul-2016, REGISTRATION NO. PR/KN/170829/001577
Baldota Serenity,By Baldota Group in Rayasandra,Rayasandra,1450 - 1970 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														50.75L  - 68.95L 							",,Ongoing,Possession: Mar-2018,, REGISTRATION NO. PR/KN/170828/001549
MBM Green Woods,By MBM Developers in JP Nagar Phase 8,JP Nagar Phase 8,1224 - 1422 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														77.11L  - 89.58L 							",,Ongoing,Possession: Dec-2017,,
Opera Anantadhama,By Opera Homes in JP Nagar Phase 1,JP Nagar Phase 1,1630 - 1700 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.10Cr  - 1.15Cr 							",,Ongoing,Possession: Aug-2017,,
TD SS Trillium,By Taras Datri Developers in Hosa Road,Hosa Road,1330 - 1500 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														45.88L  - 51.75L 							",,Ongoing,Possession: Sep-2018,,
SJR Hamilton Homes,By SJR Prime Corporation Pvt. Ltd. in Hosa Road,Hosa Road,1240 - 1400 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														49L  - 58.12L 							",,Ongoing,Possession: Dec-2017,, REGISTRATION NO. PR/KN/170823/001360
SJR Parkway Homes,By SJR Prime Corporation Pvt. Ltd. in Hosa Road,Hosa Road,1253 sq.ft,"
								2.5 BHK Apartment
								Availability*: Yes
							","
														 
														54.02L 							",,Ongoing,Possession: Dec-2017,,
Navami Funique,By Navami Builders & Developers Pvt Ltd in Hosa Road,Hosa Road,1360 - 1450 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														63.92L  - 68.15L 							",,Ongoing,Possession: Dec-2020,, REGISTRATION NO. PR/KN/170911/001532
Axis Capstone Experia,By Axis Capstone in JP Nagar Phase 8,JP Nagar Phase 8,1755 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.05Cr 							",,Ongoing,Possession: Oct-2017,, REGISTRATION NO. PR/KN/170730/000359
Arya Hamsa Grande,By The Arya Group in JP Nagar Phase 8,JP Nagar Phase 8,1636 - 1895 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1Cr  - 1.15Cr 							",,Ongoing,Possession: Mar-2018,Launched: Jun-2015, REGISTRATION NO. PR/KN/170731/000479
Columbia Belleza,By  in JP Nagar Phase 8,JP Nagar Phase 8,1580 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														71.10L 							",,Ongoing,Possession: Mar-2020,Launched: Nov-2017,
Valmark Orchard Square,By Valmark Builders in JP Nagar Phase 8,JP Nagar Phase 8,1408 - 1455 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														84.49L  - 87.23L 							",,Ongoing,Possession: Mar-2019,Launched: Dec-2016, REGISTRATION NO. PR/KN/170729/000204	
Shivadurga Navodaya,By Shivadurga Properties in JP Nagar Phase 8,JP Nagar Phase 8,1465 - 1475 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														52.74L  - 53.10L 							",,Ongoing,Possession: Sep-2017,,
Birla Apple Aroma,By Birla Apple Spire in JP Nagar Phase 8,JP Nagar Phase 8,1520 - 1605 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														72.20L  - 76.23L 							",,Ongoing,Possession: Dec-2018,,
Asritha Elegance,By Asrithas Group in JP Nagar Phase 8,JP Nagar Phase 8,1240 - 1275 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														43.40L  - 44.62L 							",,Ongoing,Possession: Jun-2018,,
Navya Nisarga,By Navya Builders   in Margondanahalli,Margondanahalli,1360 - 1425 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														61.28L  - 63.85L 							",,Ongoing,Possession: Feb-2018,Launched: Jul-2016, REGISTRATION NO. PR/KN/170804/001068
Bijith Kripa,By Bijith International Builders in IVC Road,IVC Road,1830 - 1890 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														63.13L  - 65.20L 							",,Ongoing,Possession: Jun-2019,Launched: Oct-2015,
BCD Codename North Star,By BCD India in International Airport Road,International Airport Road,1833 sq.ft,"
								3.5 BHK Apartment
								Availability*: Yes
							","
														 
														67.80L 							",,Ongoing,Possession: Dec-2018,,
Sriven Rag Metropole,By Sriven Properties in JP Nagar Phase 9,JP Nagar Phase 9,1407 - 1625 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														41.50L  - 47.93L 							",,Ongoing,Possession: Dec-2019,,
Urban Eco Space,By Inner Urban Infraestate P Ltd in Sarjapur,Sarjapur,1398 - 1399 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														37.04L  - 37.07L 							",,Ongoing,Possession: Jul-2017,Launched: Jun-2015,
Goyal Footprints,By Goyal & co. in Hegde Nagar,Hegde Nagar,1092 - 1094 sq.ft,"
								2 BHK Apartment
								Availability*: Sold out
							","
														 
														49.14L  - 49.23L 							",,Ongoing,,,
Blaze Sunshine Blossom ,By Blaze Housing & Estates Pvt. Ltd. in Hegde Nagar,Hegde Nagar,1660 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														78.85L 							",,Ongoing,Possession: Sep-2018,,
Samruddhi Lumbini Heights,By  in Sampangi Rama Nagar,Sampangi Rama Nagar,1250 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														48.75L 							",,Ongoing,Possession: Mar-2019,,
Unishire Signet,By Unishire Group in RT Nagar,RT Nagar,2093 - 2693 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.92Cr  - 2.47Cr 							",,Ongoing,Possession: Sep-2017,,
Samruddhi Winter Green,By  in Panathur,Panathur,1650 - 1700 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														75.90L  - 78.20L 							",,Ongoing,Possession: Oct-2017,,
DBS Punnami Bliss Annex,By DBS Infra Projects in Panathur,Panathur,1560 - 1750 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														63.96L  - 71.75L 							",,Ongoing,Possession: May-2017,,
MIMS Renaissance,By MIMS Builders Pvt Ltd in Thanisandra Main Road,Thanisandra Main Road,1350 - 1550 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														56.70L  - 65.10L 							",,Ongoing,Possession: Jul-2017,,
Navanaami Platina,By Navanaami Projects Pvt Ltd. in Thanisandra Main Road,Thanisandra Main Road,1285 - 1360 sq.ft,"
								2.5 BHK Apartment
								Availability*: Sold out
							","
														 
														47.41L  - 50.18L 							",,Ongoing,Possession: Dec-2018,Launched: Apr-2017, REGISTRATION NO. PR/KN/170731/000519
Bhartiya City 2,By  in Thanisandra Main Road,Thanisandra Main Road,1595 - 1917 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														67.30L  - 80.89L 							",,Ongoing,Possession: Dec-2019,,
Sansidh Galaxy,By Sansidh Constructions in Thanisandra Main Road,Thanisandra Main Road,2502 - 2576 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														1.50Cr  - 1.54Cr 							",,Ongoing,Possession: Mar-2018,, REGISTRATION NO. PR/KN/170731/000610
NR Windgates,By NR Greenwood Construction Pvt Ltd in Thanisandra Main Road,Thanisandra Main Road,1393 - 1442 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														48.75L  - 50.47L 							",,Ongoing,Possession: Nov-2018,, REGISTRATION NO. PR/KN/170729/000322
Longitude Genesis,By Longitude Group in Kodihalli,Kodihalli,1551 - 2238 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														2.24Cr  - 3.35Cr 							",,Ongoing,Possession: Aug-2018,,
Gruha Kalyan Arum,By Gruha Kalyan in Thanisandra,Thanisandra,1250 - 1400 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														23.08L  - 25.85L 							",,Ongoing,Possession: May-2019,,
RM Infra Preethi Woods,By RM Infra in Thanisandra,Thanisandra,1515 - 1635 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														60.58L  - 65.38L 							",,Ongoing,Possession: Dec-2017,Launched: Mar-2016, REGISTRATION NO. PR/KN/170803/001033
SLV Nava Gruha,By  in Thanisandra,Thanisandra,1206 - 1408 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														43.41L  - 50.68L 							",,Ongoing,Possession: Jun-2017,,
Omega Aster,By Omega Builders in Thanisandra,Thanisandra,1000 - 1285 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														43L  - 55.25L 							",,Ongoing,Possession: Oct-2018,,
Mantri Energia,By Mantri Developers Pvt Ltd. in Thanisandra,Thanisandra,1255 - 1355 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														77.68L  - 83.87L 							",,Ongoing,Possession: Dec-2019,Launched: Oct-2015, REGISTRATION NO. PR/KN/170731/000439
