project_name,project_by,location,Build_Up_Area,Unit_Types,Price,about_project,Project status,possesion,launched,rera_no
Disha Parkwest,By Disha Dwellings Pvt Ltd in Balagere,Balagere,1350 - 1670 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														53.66L  - 66.38L 							",,Ongoing,Possession: Apr-2018,, REGISTRATION NO. PR/KN/170729/000387
Indraprastha Asentado,By Indraprastha Shelters in Hennur Road,Hennur Road,2318 sq.ft,"
								4 BHK RowHouse
								Availability*: Yes
							","
														 
														1.84Cr 							",,Ongoing,Possession: Nov-2019,,
Elegant Willshire ,By Elegant Properties in Hennur Road,Hennur Road,2000 sq.ft,"
								2 BHK RowHouse
								Availability*: Yes
							","
														 
														1.14Cr 							",,Ongoing,Possession: Dec-2018,,
MN Brindavanam,By MN Builders & Developers in Babusa Palya,Babusa Palya,1160 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														37.12L 							",,Ongoing,Possession: Jul-2017,,
Unishire Xperience,By Unishire Group in Babusa Palya,Babusa Palya,2386 - 3385 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														1.66Cr  - 2.36Cr 							",,Ongoing,Possession: Mar-2019,Launched: Feb-2014,
Suvega Sunrise,By Suvega Constructions in Babusa Palya,Babusa Palya,1395 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														48.82L 							",,Ongoing,Possession: Sep-2017,,
Satyadeva Residency,By Satyadeva Builders in GM Palya,GM Palya,1410 - 1420 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														88.15L  - 88.73L 							",,Ongoing,,, REGISTRATION NO. PR/KN/170731/000722
GR Sun Villas Phase III,By GR Projects & Infrastructure Development Pvt Ltd in Old Madras Road,Old Madras Road,5266 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														2.79Cr 							",,Ongoing,,,
Citrus IN 38,By Citrus Ventures Pvt Ltd. in Indira Nagar,Indira Nagar,5000 sq.ft,"
								4 BHK RowHouse
								Availability*: Yes
							","
														 
														9Cr 							",,Ongoing,Possession: Dec-2018,,
Nava Vedantha,By Nava Jyothi Shelters Pvt Ltd in Ramamurthy Nagar,Ramamurthy Nagar,1524 - 1686 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														91.68L  - 1Cr 							",,Ongoing,Possession: Jun-2018,,
Mahidhara Fortune City,By Mahidhara Projects Private Limited in Attibele,Attibele,1599 - 2899 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														67.14L  - 1.21Cr 							",,Ongoing,Possession: Dec-2018,,
Vishwas Carnation,By Vishwas Bawa Builders in Hennur Road,Hennur Road,1175 - 1215 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														41.11L  - 42.51L 							",,Ongoing,Possession: Dec-2017,Launched: Oct-2015,
Lybiana Avila,By Lybiana Infrastructure & Projects in Hennur Road,Hennur Road,1033 - 1315 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														32.02L  - 40.76L 							",,Ongoing,Possession: Dec-2017,,
Athish Pride,By  in K Channasandra,K Channasandra,1005 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														40.20L 							",,Ongoing,Possession: Dec-2018,, REGISTRATION NO. PR/KN/170731/000880
DS Max Skyscape,By DS MAX Properties Pvt. Ltd. in Horamavu,Horamavu,1866 - 2235 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														70.90L  - 84.93L 							",,Ongoing,Possession: Mar-2018,Launched: Mar-2014,
Tetra Grand Green Admire,By Tetra Grand Constructions Private Limited in Essel Gardens,Essel Gardens,1020 - 1050 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														35.70L  - 36.75L 							",,Ongoing,Possession: Oct-2018,,
Skylark Dasos,By Skylark Mansions Pvt Ltd in Hennur Road,Hennur Road,654 sq.ft,"
								1 BHK Apartment
								Availability*: Yes
							","
														 
														37L 							",,Ongoing,Possession: Jan-2020,Launched: Sep-2016,
TCH Garden Residency,By The Creative Homes in Hennur Road,Hennur Road,1350 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														36.45L 							",,Ongoing,Possession: Dec-2017,,
Pride Palatia Phase I,By Pride Group in Hennur Road,Hennur Road,1578 - 1760 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														74.16L  - 82.72L 							",,Ongoing,Possession: Dec-2019,, REGISTRATION NO. PR/KN/170731/000463
Griha Unnathi,By Griha Promoters Private Ltd in Hennur Road,Hennur Road,2137 - 2203 sq.ft,"
								3.5 BHK Apartment
								Availability*: Yes
							","
														 
														96.16L  - 99.13L 							",,Ongoing,Possession: Jul-2018,, REGISTRATION NO. PR/KN/170731/000273
Chourasia Sapphire Apartment,By VKC Developers Pvt Ltd in Mahadevapura,Mahadevapura,1463 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														1.24Cr 							",,Ongoing,Possession: Aug-2018,,
VKC Chourasia Sapphire,By VKC Developers Pvt Ltd in Mahadevapura,Mahadevapura,1463 - 2283 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.18Cr  - 1.83Cr 							",,Ongoing,Possession: Jul-2018,,
Candeur Carlisle,By Candeur Constructions in Mahadevapura,Mahadevapura,1460 - 1580 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.13Cr  - 1.22Cr 							",,Ongoing,Possession: Dec-2019,, REGISTRATION NO. PR/KN/170731/000641
Elegant Four Seasons ,By Elegant Properties in Mahadevapura,Mahadevapura,1800 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.08Cr 							",,Ongoing,Possession: Dec-2019,,
Vaishnavi North 24,By Vaishnavi Group in Hebbal,Hebbal,1639 - 1734 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.26Cr  - 1.47Cr 							",,Ongoing,Possession: Apr-2020,Launched: Nov-2016,
G Corp Mahalakshmi,By G:Corp Group in Sahakara Nagar,Sahakara Nagar,,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														2.29Cr 							",,Ongoing,Possession: Mar-2019,Launched: Jan-2015, REGISTRATION NO. PR/KN/170729/000316	
Nitesh Knights bridge,By Nitesh Estates in Sadashiva Nagar,Sadashiva Nagar,2315 - 2966 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														6.94Cr  - 8.89Cr 							",,Ongoing,Possession: Dec-2019,,
Renaissance Nature Walk ,By Renaissance Holdings And Developers Pvt Ltd in Kodigehalli - KR Puram,Kodigehalli - KR Puram,3293 - 4623 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														2.14Cr  - 3Cr 							",,Ongoing,Possession: Dec-2017,, REGISTRATION NO. PR/KN/170731/000162
ASN Galaxy,By ASN Ventures in Horamavu,Horamavu,1350 - 1434 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														63.79L  - 67.51L 							",,Ongoing,Possession: Dec-2017,,
Sekhar Olympus,By Sekhar Developers in Horamavu,Horamavu,1459 - 1757 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														79.16L  - 93.52L 							",,Ongoing,Possession: Jun-2019,Launched: Jan-2015,
SVS Trend Square Precioso,By SVS Constructions in Kalkere,Kalkere,1278 - 1643 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														62.55L  - 79.19L 							",,Ongoing,Possession: Jun-2018,, REGISTRATION NO. PR/KN/170731/000829
Vaishnavi Malhar,By Vaishnavi Builders in NRI Layout,NRI Layout,1000 - 1210 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														37.50L  - 45.37L 							",,Ongoing,Possession: Mar-2018,Launched: Jul-2016,
Frontier Heights,By Frontier Shelters Private Limited in Off Sarjapur road,Off Sarjapur road,1899 - 1937 sq.ft,"
								3.5 BHK Apartment
								Availability*: Yes
							","
														 
														99.74L  - 1.01Cr 							",,Ongoing,Possession: Sep-2019,Launched: Mar-2017,
Prabhavathi Royal Gardenia,By Prabhavathi Builders in Off Sarjapur road,Off Sarjapur road,1360 - 1940 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														49.64L  - 70.81L 							",,Ongoing,Possession: Dec-2017,,
Klassik Landmark Phase 2,By Klassik Enterprises Pvt Ltd in Off Sarjapur road,Off Sarjapur road,2645 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														2.02Cr 							",,Ongoing,,, REGISTRATION NO. PR/KN/170731/000760
Ahad Excellencia,By Ahad Builders Pvt. Ltd in Off Sarjapur road,Off Sarjapur road,672 sq.ft,"
								1.5 BHK Apartment
								Availability*: Yes
							","
														 
														35.53L 							",,Ongoing,Possession: Aug-2020,,
Purva Skydale,By Puravankara Limited in Off Sarjapur road,Off Sarjapur road,1625 - 1929 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.36Cr  - 1.66Cr 							",,Ongoing,Possession: Sep-2018,Launched: Sep-2013,
Srivatsav Serenity,By Srivatsav Builders in Off Sarjapur road,Off Sarjapur road,1300 - 1550 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														42.25L  - 50.37L 							",,Ongoing,Possession: Dec-2018,,
Affinity Blossom  ,By Affinity Projects in Off Sarjapur road,Off Sarjapur road,1150 - 1220 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														38.52L  - 40.87L 							",,Ongoing,Possession: Jul-2017,Launched: Dec-2015,
Pyramid Cerrovista,By Pyramid Homes Pvt Ltd. in Bellary Road,Bellary Road,1284 - 1428 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														44.94L  - 49.98L 							",,Ongoing,,,
Sukritha Aaroha Cascade Villas,By Sukritha Buildmann Pvt Ltd in Old Madras Road,Old Madras Road,4200 - 4638 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														2.10Cr  - 2.31Cr 							",,Ongoing,Possession: Mar-2018,,
DLR Pride,By DLR Constructions in Ramamurthy Nagar,Ramamurthy Nagar,1606 - 1615 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														76.34L  - 76.75L 							",,Ongoing,,,
Meda Eternity,By Meda Group in K R Puram,K R Puram,1245 - 1250 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														52.40L  - 53.98L 							",,Ongoing,Possession: Dec-2018,Launched: May-2016,
Hebron Avenue,By Hebron Properties Pvt Ltd in Ramamurthy Nagar,Ramamurthy Nagar,4166 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														2.71Cr 							",,Ongoing,Possession: Dec-2018,,
Definer Hi-Life,By Definer Group in Ramamurthy Nagar,Ramamurthy Nagar,1456 - 1709 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														76.99L  - 89.58L 							",,Ongoing,Possession: Dec-2017,Launched: Jun-2014, REGISTRATION NO. PR/KN/170731/000578
Buildmann Aaroha Condominiums,By Sukritha Buildmann Pvt Ltd in Old Madras Road,Old Madras Road,2578 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.26Cr 							",,Ongoing,Possession: Jul-2018,,
Arsis Green Hills,By Arsis Developers Pvt Ltd in Battarahalli,Battarahalli,1660 - 1995 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														82.17L  - 98.75L 							",,Ongoing,Possession: Dec-2019,,
SB Royal,By S B Builders in Battarahalli,Battarahalli,1330 - 1355 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														48.95L  - 49.81L 							",,Ongoing,Possession: May-2018,Launched: Aug-2017,
SRS White Pearl,By  in Battarahalli,Battarahalli,1561 - 1764 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														54.63L  - 61.74L 							",,Ongoing,Possession: Dec-2018,Launched: Jun-2016,
Basava Pride,By S & S Infratech in K R Puram,K R Puram,1230 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														39.36L 							",,Ongoing,,,
Goel Ganga Prive,By Goel Ganga Group in Whitefield,Whitefield,5630 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														4.79Cr 							",,Ongoing,Possession: Dec-2018,,
Saroj Tulip,By Saroj Group in Belathur,Belathur,1580 - 1645 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														50.56L  - 52.64L 							",,Ongoing,,,
Peony Middle Mist,By Peony Project in Belathur,Belathur,1330 - 1505 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														44.65L  - 51.52L 							",,Ongoing,Possession: Jan-2018,Launched: Jun-2015, REGISTRATION NO. PR/KN/170731/000815
Amrutha Maple,By Amrutha Constructions in Belathur,Belathur,1391 - 1534 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														48.68L  - 53.69L 							",,Ongoing,Possession: Dec-2017,, REGISTRATION NO. PR/KN/170731/000825
Mahaveer Promenade,By Mahaveer Group in Belathur,Belathur,1674 - 1910 sq.ft,"
								3 BHK PentHouse
								Availability*: Yes
							","
														 
														77.75L  - 88.71L 							",,Ongoing,Possession: Aug-2018,, REGISTRATION NO. PR/KN/170730/000455
Hilife Nature,By Hilife Homes in Belathur,Belathur,1255 - 1640 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														45.18L  - 59.04L 							",,Ongoing,Possession: Dec-2019,,
Silicon Valley,By  in Belathur,Belathur,1207 - 1474 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														34.99L  - 42.73L 							",,Ongoing,Possession: Aug-2017,,
TGS Cape Town,By TGS Constructions Pvt Ltd. in Begur Road,Begur Road, sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														20.89L  - 24.19L 							",,Ongoing,Possession: Jun-2017,,
Vistar Classic,By Vistar Builders & Developers in Begur Road,Begur Road,1210 - 1450 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														43.56L  - 52.20L 							",,Ongoing,Possession: Sep-2017,,
Vedant Vayun,By Vedant Projects in Begur Road,Begur Road,952 - 1036 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														53.02L  - 57.80L 							",,Ongoing,Possession: Feb-2018,Launched: Sep-2015, REGISTRATION NO. PR/KN 170731/000296
Godrej United,By Godrej Properties Limited in Whitefield,Whitefield,6290 - 6314 sq.ft,"
								5 BHK Apartment
								Availability*: Yes
							","
														 
														4.08Cr  - 4.35Cr 							",,Ongoing,Possession: Dec-2019,Launched: Sep-2014, REGISTRATION NO. PR/KN/170729/000003
Mahaveer Horizon,By Mahaveer Group in Hoodi,Hoodi,4046 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														3.10Cr 							",,Ongoing,Possession: May-2018,Launched: Sep-2014, REGISTRATION NO. PR/KN/170730/000438
VDB Willow Farm Villas,By Value Designbuild Pvt. Ltd. in Whitefield,Whitefield,3578 - 3613 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														3.04Cr  - 3.07Cr 							",,Ongoing,Possession: Aug-2017,,
Indraprastha Waverly ,By Sekhar Developers in Whitefield,Whitefield,6462 - 6632 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														4.87Cr  - 5.63Cr 							",,Ongoing,Possession: Aug-2018,,
Mahaveer Ranches,By Mahaveer Group in Off Sarjapur road,Off Sarjapur road,1518 - 1726 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														89L  - 1Cr 							",,Ongoing,Possession: Dec-2018,Launched: Feb-2014,
Sobha Silicon Oasis Row Houses,By Sobha Limited in Hosa Road,Hosa Road,2936 - 2945 sq.ft,"
								3 BHK RowHouse
								Availability*: Yes
							","
														 
														3.39Cr  - 3.66Cr 							",,Ongoing,Possession: Jun-2018,Launched: Jan-2014,
The Manya Magna Ville,By  in Hosur Road,Hosur Road,2650 - 2700 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														1.16Cr  - 1.18Cr 							",,Ongoing,Possession: Jun-2018,,
Prabhavathi Lotus Grand,By Prabhavathi Builders in Basapura,Basapura,1600 - 1740 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ongoing,,,
